mid,title,rating,ranking,type,genre,rdate,language,cover,description,trailer,released,year
111161,The Shawshank Redemption,9.3,1,movie,"[""Drama""]",14 Oct 1994 (India),"[""English""]",https://m.media-amazon.com/images/M/MV5BMDFkYTc0MGEtZmNhMC00ZDIzLWFmNTEtODM1ZmRlYWMwMWFmXkEyXkFqcGdeQXVyMTMxODk2OTU@.jpg,"Two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency.",Null,TRUE,1994
68646,The Godfather,9.2,2,movie,"[""Crime"", ""Drama""]",1978 (India),"[""English"", ""Italian"", ""Latin""]",https://m.media-amazon.com/images/M/MV5BM2MyNjYxNmUtYTAwNi00MTYxLWJmNWYtYzZlODY3ZTk3OTFlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg,The Godfather follows Vito Corleone Don of the Corleone family as he passes the mantel to his son Michael,https://www.youtube.com/watch?v=sY1S34973zA,TRUE,1978
71562,The Godfather: Part II,9,3,movie,"[""Crime"", ""Drama""]",1979 (India),"[""English"", ""Italian"", ""Spanish"", ""Latin"", ""Sicilian""]",https://m.media-amazon.com/images/M/MV5BMWMwMGQzZTItY2JlNC00OWZiLWIyMDctNDk2ZDQ2YjRjMWQ0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg,"The early life and career of Vito Corleone in 1920s New York City is portrayed, while his son, Michael, expands and tightens his grip on the family crime syndicate.",Null,TRUE,1979
468569,The Dark Knight,9,4,movie,"[""Action"", ""Crime"", ""Drama"", ""Thriller""]",18 Jul 2008 (India),"[""English"", ""Mandarin""]",https://m.media-amazon.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@.jpg,"When the menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman must accept one of the greatest psychological and physical tests of his ability to fight injustice.",https://www.youtube.com/watch?v=EXeTwQWrcwY,TRUE,2008
50083,12 Angry Men,9,5,movie,"[""Crime"", ""Drama""]",10 Apr 1957 (USA),"[""English""]",https://m.media-amazon.com/images/M/MV5BMWU4N2FjNzYtNTVkNC00NzQ0LTg0MjAtYTJlMjFhNGUxZDFmXkEyXkFqcGdeQXVyNjc1NTYyMjg@.jpg,The jury in a New York City murder trial is frustrated by a single member whose skeptical caution forces them to more carefully consider the evidence before jumping to a hasty verdict.,Null,TRUE,1957
108052,Schindler's List,8.9,6,movie,"[""Biography"", ""Drama"", ""History""]",15 Dec 1993 (India),"[""English"", ""Hebrew"", ""German"", ""Polish"", ""Latin""]",https://m.media-amazon.com/images/M/MV5BNDE4OTMxMTctNmRhYy00NWE2LTg3YzItYTk3M2UwOTU5Njg4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@.jpg,"In German-occupied Poland during World War II, industrialist Oskar Schindler gradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazis.",https://www.youtube.com/watch?v=mxphAlJID9U,TRUE,1993
167260,The Lord of the Rings: The Return of the King,8.9,7,movie,"[""Action"", ""Adventure"", ""Drama"", ""Fantasy""]",06 Feb 2004 (India),"[""English"", ""Quenya"", ""Old English"", ""Sindarin""]",https://m.media-amazon.com/images/M/MV5BNzA5ZDNlZWMtM2NhNS00NDJjLTk4NDItYTRmY2EwMWZlMTY3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.,Null,TRUE,2004
110912,Pulp Fiction,8.9,8,movie,"[""Crime"", ""Drama""]",10 Sep 1994 (South Korea),"[""English"", ""Spanish"", ""French""]",https://m.media-amazon.com/images/M/MV5BNGNhMDIzZTUtNTBlZi00MTRlLWFjM2ItYzViMjE3YzI5MjljXkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg,"The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption.",https://www.youtube.com/watch?v=s7EdQ4FqbhY,TRUE,1994
60196,"The Good, the Bad and the Ugly",8.8,9,movie,"[""Adventure"", ""Western""]",15 Apr 1969 (India),"[""Italian""]",https://m.media-amazon.com/images/M/MV5BOTQ5NDI3MTI4MF5BMl5BanBnXkFtZTgwNDQ4ODE5MDE@.jpg,A bounty hunting scam joins two men in an uneasy alliance against a third in a race to find a fortune in gold buried in a remote cemetery.,https://www.youtube.com/watch?v=WCN5JJY_wiA,TRUE,1969
120737,The Lord of the Rings: The Fellowship of the Ring,8.8,10,movie,"[""Action"", ""Adventure"", ""Drama"", ""Fantasy""]",15 Mar 2002 (India),"[""English"", ""Sindarin""]",https://m.media-amazon.com/images/M/MV5BN2EyZjM3NzUtNWUzMi00MTgxLWI0NTctMzY4M2VlOTdjZWRiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@.jpg,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,Null,TRUE,2002
137523,Fight Club,8.8,11,movie,"[""Drama""]",15 Oct 1999 (India),"[""English""]",https://m.media-amazon.com/images/M/MV5BMmEzNTkxYjQtZTc0MC00YTVjLTg5ZTEtZWMwOWVlYzY0NWIwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg,An insomniac office worker and a devil-may-care soap maker form an underground fight club that evolves into much more.,https://www.youtube.com/watch?v=qtRKdVHc-cE,TRUE,1999
109830,Forrest Gump,8.8,12,movie,"[""Drama"", ""Romance""]",12 Sep 2014 (India),"[""English""]",https://m.media-amazon.com/images/M/MV5BNWIwODRlZTUtY2U3ZS00Yzg1LWJhNzYtMmZiYmEyNmU1NjMzXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,"The presidencies of Kennedy and Johnson, the Vietnam War, the Watergate scandal and other historical events unfold from the perspective of an Alabama man with an IQ of 75, whose only desire is to be reunited with his childhood sweetheart.",https://www.youtube.com/watch?v=bLvqoHBptjg,TRUE,2014
1375666,Inception,8.8,13,movie,"[""Action"", ""Adventure"", ""Sci-Fi"", ""Thriller""]",16 Jul 2010 (India),"[""English"", ""Japanese"", ""French""]",https://m.media-amazon.com/images/M/MV5BMjAxMzY3NjcxNF5BMl5BanBnXkFtZTcwNTI5OTM0Mw@@.jpg,"A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O., but his tragic past may doom the project and his team to disaster.",https://www.youtube.com/watch?v=YoHD9XEInc0,TRUE,2010
167261,The Lord of the Rings: The Two Towers,8.7,14,movie,"[""Action"", ""Adventure"", ""Drama"", ""Fantasy""]",28 Mar 2003 (India),"[""English"", ""Sindarin"", ""Old English""]",https://m.media-amazon.com/images/M/MV5BZGMxZTdjZmYtMmE2Ni00ZTdkLWI5NTgtNjlmMjBiNzU2MmI5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@.jpg,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard.",Null,TRUE,2003
80684,Star Wars: Episode V - The Empire Strikes Back,8.7,15,movie,"[""Action"", ""Adventure"", ""Fantasy"", ""Sci-Fi""]",10 Dec 1980 (India),"[""English""]",https://m.media-amazon.com/images/M/MV5BYmU1NDRjNDgtMzhiMi00NjZmLTg5NGItZDNiZjU5NTU4OTE0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg,"After the Rebels are brutally overpowered by the Empire on the ice planet Hoth, Luke Skywalker begins Jedi training with Yoda, while his friends are pursued across the galaxy by Darth Vader and bounty hunter Boba Fett.",Null,TRUE,1980
133093,The Matrix,8.7,16,movie,"[""Action"", ""Sci-Fi""]",31 May 2020 (India),"[""English""]",https://m.media-amazon.com/images/M/MV5BNzQzOTk3OTAtNDQ0Zi00ZTVkLWI0MTEtMDllZjNkYzNjNTc4L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@.jpg,"When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence.",https://www.youtube.com/watch?v=vKQi3bBA1y8,TRUE,2020
99685,Goodfellas,8.7,17,movie,"[""Biography"", ""Crime"", ""Drama""]",31 Jul 2019 (India),"[""English"", ""Italian""]",https://m.media-amazon.com/images/M/MV5BY2NkZjEzMDgtN2RjYy00YzM1LWI4ZmQtMjIwYjFjNmI3ZGEwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg,"The story of Henry Hill and his life in the mob, covering his relationship with his wife Karen Hill and his mob partners Jimmy Conway and Tommy DeVito in the Italian-American crime syndicate.",https://www.youtube.com/watch?v=2ilzidi_J8Q,TRUE,2019
73486,One Flew Over the Cuckoo's Nest,8.7,18,movie,"[""Drama""]",10 Mar 1977 (India),"[""English""]",https://m.media-amazon.com/images/M/MV5BZjA0OWVhOTAtYWQxNi00YzNhLWI4ZjYtNjFjZTEyYjJlNDVlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,"A criminal pleads insanity and is admitted to a mental institution, where he rebels against the oppressive nurse and rallies up the scared patients.",Null,TRUE,1977
47478,Seven Samurai,8.6,19,movie,"[""Action"", ""Adventure"", ""Drama""]",26 Apr 1954 (Japan),"[""Japanese""]",https://m.media-amazon.com/images/M/MV5BOWE4ZDdhNmMtNzE5ZC00NzExLTlhNGMtY2ZhYjYzODEzODA1XkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg,A poor village under attack by bandits recruits seven unemployed samurai to help them defend themselves.,Null,TRUE,1954
114369,Se7en,8.6,20,movie,"[""Crime"", ""Drama"", ""Mystery"", ""Thriller""]",22 Sep 1995 (India),"[""English""]",https://m.media-amazon.com/images/M/MV5BOTUwODM5MTctZjczMi00OTk4LTg3NWUtNmVhMTAzNTNjYjcyXkEyXkFqcGdeQXVyNjU0OTQ0OTY@.jpg,"Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives.",Null,TRUE,1995
102926,The Silence of the Lambs,8.6,21,movie,"[""Crime"", ""Drama"", ""Thriller""]",14 Feb 1991 (Canada),"[""English"", ""Latin""]",https://m.media-amazon.com/images/M/MV5BNjNhZTk0ZmEtNjJhMi00YzFlLWE1MmEtYzM1M2ZmMGMwMTU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@.jpg,"A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.",Null,TRUE,1991
317248,City of God,8.6,22,movie,"[""Crime"", ""Drama""]",18 Jan 2007 (India),"[""Portuguese""]",https://m.media-amazon.com/images/M/MV5BOTMwYjc5ZmItYTFjZC00ZGQ3LTlkNTMtMjZiNTZlMWQzNzI5XkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg,"In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin.",Null,TRUE,2007
118799,Life Is Beautiful,8.6,23,movie,"[""Comedy"", ""Drama"", ""Romance"", ""War""]",18 Sep 2000 (India),"[""Italian"", ""German"", ""English""]",https://m.media-amazon.com/images/M/MV5BYmJmM2Q4NmMtYThmNC00ZjRlLWEyZmItZTIwOTBlZDQ3NTQ1XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,"When an open-minded Jewish waiter and his son become victims of the Holocaust, he uses a perfect mixture of will, humor, and imagination to protect his son from the dangers around their camp.",https://www.youtube.com/watch?v=8CTjcVr9Iao,TRUE,2000
38650,It's a Wonderful Life,8.6,24,movie,"[""Drama"", ""Family"", ""Fantasy""]",20 Dec 1946 (Poland),"[""English"", ""French""]",https://m.media-amazon.com/images/M/MV5BZjc4NDZhZWMtNGEzYS00ZWU2LThlM2ItNTA0YzQ0OTExMTE2XkEyXkFqcGdeQXVyNjUwMzI2NzU@.jpg,An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.,https://www.youtube.com/watch?v=iLR3gZrU2Xo,TRUE,1946
76759,Star Wars: Episode IV - A New Hope,8.6,25,movie,"[""Action"", ""Adventure"", ""Fantasy"", ""Sci-Fi""]",01 Jul 1978 (India),"[""English""]",https://m.media-amazon.com/images/M/MV5BNzVlY2MwMjktM2E4OS00Y2Y3LWE3ZjctYzhkZGM3YzA1ZWM2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg,"Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vader.",https://www.youtube.com/watch?v=vZ734NWnAHA,TRUE,1978
120815,Saving Private Ryan,8.6,26,movie,"[""Drama"", ""War""]",26 Mar 1999 (India),"[""English"", ""French"", ""German"", ""Czech""]",https://m.media-amazon.com/images/M/MV5BZjhkMDM4MWItZTVjOC00ZDRhLThmYTAtM2I5NzBmNmNlMzI1XkEyXkFqcGdeQXVyNDYyMDk5MTU@.jpg,"Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action.",Null,TRUE,1999
816692,Interstellar,8.6,27,movie,"[""Adventure"", ""Drama"", ""Sci-Fi""]",07 Nov 2014 (India),"[""English""]",https://m.media-amazon.com/images/M/MV5BZjdkOTU3MDktN2IxOS00OGEyLWFmMjktY2FiMmZkNWIyODZiXkEyXkFqcGdeQXVyMTMxODk2OTU@.jpg,A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.,https://www.youtube.com/watch?v=zSWdZVtXT7E,TRUE,2014
245429,Spirited Away,8.6,28,movie,"[""Animation"", ""Adventure"", ""Family"", ""Fantasy"", ""Mystery""]",01 Mar 2020 (India),"[""Japanese"", ""English""]",https://m.media-amazon.com/images/M/MV5BMjlmZmI5MDctNDE2YS00YWE0LWE5ZWItZDBhYWQ0NTcxNWRhXkEyXkFqcGdeQXVyMTMxODk2OTU@.jpg,"During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches, and spirits, and where humans are changed into beasts.",https://www.youtube.com/watch?v=ByXuk9QqQkk,TRUE,2020
120689,The Green Mile,8.6,29,movie,"[""Crime"", ""Drama"", ""Fantasy"", ""Mystery""]",16 Mar 2000 (India),"[""English"", ""French""]",https://m.media-amazon.com/images/M/MV5BMTUxMzQyNjA5MF5BMl5BanBnXkFtZTYwOTU2NTY3.jpg,"The lives of guards on Death Row are affected by one of their charges: a black man accused of child murder and rape, yet who has a mysterious gift.",https://www.youtube.com/watch?v=Ki4haFrqSrw,TRUE,2000
6751668,Parasite,8.6,30,movie,"[""Comedy"", ""Drama"", ""Thriller""]",31 Jan 2020 (India),"[""Korean"", ""English""]",https://m.media-amazon.com/images/M/MV5BYWZjMjk3ZTItODQ2ZC00NTY5LWE0ZDYtZTI3MjcwN2Q5NTVkXkEyXkFqcGdeQXVyODk4OTc3MTY@.jpg,Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.,https://www.youtube.com/watch?v=isOGD_7hNIY,TRUE,2020
110413,Léon: The Professional,8.5,31,movie,"[""Action"", ""Crime"", ""Drama"", ""Thriller""]",23 Sep 1996 (India),"[""English"", ""Italian"", ""French""]",https://m.media-amazon.com/images/M/MV5BODllNWE0MmEtYjUwZi00ZjY3LThmNmQtZjZlMjI2YTZjYmQ0XkEyXkFqcGdeQXVyNTc1NTQxODI@.jpg,"Mathilda, a 12-year-old girl, is reluctantly taken in by Léon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protégée and learns the assassin's trade.",https://www.youtube.com/watch?v=aNQqoExfQsg,TRUE,1996
56058,Hara-Kiri,8.6,32,movie,"[""Action"", ""Drama"", ""Mystery""]",16 Sep 1962 (Japan),"[""Japanese""]",https://m.media-amazon.com/images/M/MV5BYjBmYTQ1NjItZWU5MS00YjI0LTg2OTYtYmFkN2JkMmNiNWVkXkEyXkFqcGdeQXVyMTMxMTY0OTQ@.jpg,"When a ronin requesting seppuku at a feudal lord's palace is told of the brutal suicide of another ronin who previously visited, he reveals how their pasts are intertwined - and in doing so challenges the clan's integrity.",https://www.youtube.com/watch?v=29El4phRPaw,TRUE,1962
253474,The Pianist,8.5,33,movie,"[""Biography"", ""Drama"", ""Music"", ""War""]",03 Apr 2019 (India),"[""English"", ""German"", ""Russian""]",https://m.media-amazon.com/images/M/MV5BOWRiZDIxZjktMTA1NC00MDQ2LWEzMjUtMTliZmY3NjQ3ODJiXkEyXkFqcGdeQXVyNjU0OTQ0OTY@.jpg,A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.,Null,TRUE,2019
103064,Terminator 2: Judgment Day,8.5,34,movie,"[""Action"", ""Sci-Fi""]",24 Aug 1991 (India),"[""English"", ""Spanish""]",https://m.media-amazon.com/images/M/MV5BMGU2NzRmZjUtOGUxYS00ZjdjLWEwZWItY2NlM2JhNjkxNTFmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@.jpg,"A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her ten-year-old son John from a more advanced and powerful cyborg.",https://www.youtube.com/watch?v=CRRlbK5w8AE,TRUE,1991
114814,The Usual Suspects,8.5,35,movie,"[""Crime"", ""Drama"", ""Mystery"", ""Thriller""]",10 May 1996 (India),"[""English"", ""Hungarian"", ""Spanish"", ""French""]",https://m.media-amazon.com/images/M/MV5BYTViNjMyNmUtNDFkNC00ZDRlLThmMDUtZDU2YWE4NGI2ZjVmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@.jpg,"A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which began when five criminals met at a seemingly random police lineup.",Null,TRUE,1996
88763,Back to the Future,8.5,36,movie,"[""Adventure"", ""Comedy"", ""Sci-Fi""]",09 Dec 1986 (India),"[""English""]",https://m.media-amazon.com/images/M/MV5BZmU0M2Y1OGUtZjIxNi00ZjBkLTg1MjgtOWIyNThiZWIwYjRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,"Marty McFly, a 17-year-old high school student, is accidentally sent thirty years into the past in a time-traveling DeLorean invented by his close friend, the eccentric scientist Doc Brown.",https://www.youtube.com/watch?v=WRrCVyT09ow,TRUE,1986
54215,Psycho,8.5,37,movie,"[""Horror"", ""Mystery"", ""Thriller""]",24 May 2020 (India),"[""English""]",https://m.media-amazon.com/images/M/MV5BNTQwNDM1YzItNDAxZC00NWY2LTk0M2UtNDIwNWI5OGUyNWUxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg,"A Phoenix secretary embezzles $40,000 from her employer's client, goes on the run, and checks into a remote motel run by a young man under the domination of his mother.",Null,TRUE,2020
110357,The Lion King,8.5,38,movie,"[""Animation"", ""Adventure"", ""Drama"", ""Family"", ""Musical""]",29 Oct 1994 (India),"[""English"", ""Swahili"", ""Xhosa"", ""Zulu""]",https://m.media-amazon.com/images/M/MV5BYTYxNGMyZTYtMjE3MS00MzNjLWFjNmYtMDk3N2FmM2JiM2M1XkEyXkFqcGdeQXVyNjY5NDU4NzI@.jpg,"Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.",https://www.youtube.com/watch?v=4CbLXeGSDxg,TRUE,1994
27977,Modern Times,8.5,39,movie,"[""Comedy"", ""Drama"", ""Family"", ""Romance""]",05 Feb 1936 (Turkey),"[""English""]",https://m.media-amazon.com/images/M/MV5BYjJiZjMzYzktNjU0NS00OTkxLWEwYzItYzdhYWJjN2QzMTRlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@.jpg,The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,https://www.youtube.com/watch?v=GLeDdzGUTq0,TRUE,1936
120586,American History X,8.5,40,movie,"[""Drama""]",21 Sep 1999 (India),"[""English""]",https://m.media-amazon.com/images/M/MV5BZTJhN2FkYWEtMGI0My00YWM4LWI2MjAtM2UwNjY4MTI2ZTQyXkEyXkFqcGdeQXVyNjc3MjQzNTI@.jpg,A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did.,Null,TRUE,1999
95327,Grave of the Fireflies,8.5,41,movie,"[""Animation"", ""Drama"", ""War""]",16 Apr 1988 (Japan),"[""Japanese""]",https://m.media-amazon.com/images/M/MV5BZmY2NjUzNDQtNTgxNC00M2Q4LTljOWQtMjNjNDBjNWUxNmJlXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg,A young boy and his little sister struggle to survive in Japan during World War II.,Null,TRUE,1988
21749,City Lights,8.5,42,movie,"[""Comedy"", ""Drama"", ""Romance""]",06 Feb 1931 (Turkey),"[""None"", ""English""]",https://m.media-amazon.com/images/M/MV5BY2I4MmM1N2EtM2YzOS00OWUzLTkzYzctNDc5NDg2N2IyODJmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg,"With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically.",https://www.youtube.com/watch?v=4zY1OLF31Wc,TRUE,1931
2582802,Whiplash,8.5,43,movie,"[""Drama"", ""Music""]",20 Feb 2015 (India),"[""English""]",https://m.media-amazon.com/images/M/MV5BOTA5NDZlZGUtMjAxOS00YTRkLTkwYmMtYWQ0NWEwZDZiNjEzXkEyXkFqcGdeQXVyMTMxODk2OTU@.jpg,A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.,https://www.youtube.com/watch?v=7d_jQycdQGo,TRUE,2015
172495,Gladiator,8.5,44,movie,"[""Action"", ""Adventure"", ""Drama""]",01 Sep 2000 (India),"[""English""]",https://m.media-amazon.com/images/M/MV5BMDliMmNhNDEtODUyOS00MjNlLTgxODEtN2U3NzIxMGVkZTA1L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@.jpg,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,https://www.youtube.com/watch?v=owK1qxDselE,TRUE,2000
407887,The Departed,8.5,45,movie,"[""Action"", ""Crime"", ""Drama"", ""Thriller""]",31 Oct 2007 (India),"[""English"", ""Cantonese""]",https://m.media-amazon.com/images/M/MV5BMTI1MTY2OTIxNV5BMl5BanBnXkFtZTYwNjQ4NjY3.jpg,An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.,Null,TRUE,2007
1675434,The Intouchables,8.5,46,movie,"[""Biography"", ""Comedy"", ""Drama""]",13 Jul 2012 (India),"[""French"", ""English""]",https://m.media-amazon.com/images/M/MV5BMTYxNDA3MDQwNl5BMl5BanBnXkFtZTcwNTU4Mzc1Nw@@.jpg,"After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.",https://www.youtube.com/watch?v=34WIbmXkewU,TRUE,2012
482571,The Prestige,8.5,47,movie,"[""Drama"", ""Mystery"", ""Sci-Fi"", ""Thriller""]",20 Oct 2006 (India),"[""English""]",https://m.media-amazon.com/images/M/MV5BMjA4NDI0MTIxNF5BMl5BanBnXkFtZTYwNTM0MzY2.jpg,"After a tragic accident, two stage magicians in 1890s London engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other.",Null,TRUE,2006
34583,Casablanca,8.5,48,movie,"[""Drama"", ""Romance"", ""War""]",23 Jan 1943 (USA),"[""English"", ""French"", ""German"", ""Italian""]",https://m.media-amazon.com/images/M/MV5BY2IzZGY2YmEtYzljNS00NTM5LTgwMzUtMzM1NjQ4NGI0OTk0XkEyXkFqcGdeQXVyNDYyMDk5MTU@.jpg,A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.,Null,TRUE,1943
64116,Once Upon a Time in the West,8.5,49,movie,"[""Western""]",24 Sep 1969 (India),"[""English"", ""Italian"", ""Spanish""]",https://m.media-amazon.com/images/M/MV5BZGI5MjBmYzYtMzJhZi00NGI1LTk3MzItYjBjMzcxM2U3MDdiXkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg,A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.,Null,TRUE,1969
47396,Rear Window,8.5,50,movie,"[""Mystery"", ""Thriller""]",01 Aug 1954 (Turkey),"[""English""]",https://m.media-amazon.com/images/M/MV5BNGUxYWM3M2MtMGM3Mi00ZmRiLWE0NGQtZjE5ODI2OTJhNTU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,"A wheelchair-bound photographer spies on his neighbors from his Greenwich Village courtyard apartment window, and becomes convinced one of them has committed murder, despite the skepticism of his fashion-model girlfriend.",https://www.youtube.com/watch?v=m01YktiEZCw,TRUE,1954
95765,Cinema Paradiso,8.5,51,movie,"[""Drama"", ""Romance""]",17 Nov 1988 (Italy),"[""Italian""]",https://m.media-amazon.com/images/M/MV5BM2FhYjEyYmYtMDI1Yy00YTdlLWI2NWQtYmEzNzAxOGY1NjY2XkEyXkFqcGdeQXVyNTA3NTIyNDg@.jpg,A filmmaker recalls his childhood when falling in love with the pictures at the cinema of his home village and forms a deep friendship with the cinema's projectionist.,https://www.youtube.com/watch?v=C2-GX0Tltgw,TRUE,1988
78748,Alien,8.4,52,movie,"[""Horror"", ""Sci-Fi""]",06 Dec 1979 (India),"[""English""]",https://m.media-amazon.com/images/M/MV5BMmQ2MmU3NzktZjAxOC00ZDZhLTk4YzEtMDMyMzcxY2IwMDAyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg,"After a space merchant vessel receives an unknown transmission as a distress call, one of the crew is attacked by a mysterious life form and they soon realize that its life cycle has merely begun.",https://www.youtube.com/watch?v=svnAD0TApb8,TRUE,1979
78788,Apocalypse Now,8.4,53,movie,"[""Drama"", ""Mystery"", ""War""]",15 Aug 1979 (USA),"[""English"", ""French"", ""Vietnamese""]",https://m.media-amazon.com/images/M/MV5BMDdhODg0MjYtYzBiOS00ZmI5LWEwZGYtZDEyNDU4MmQyNzFkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg,A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.,https://www.youtube.com/watch?v=FTjG-Aux_yQ,TRUE,1979
209144,Memento,8.4,54,movie,"[""Mystery"", ""Thriller""]",20 Oct 2000 (India),"[""English""]",https://m.media-amazon.com/images/M/MV5BZTcyNjk1MjgtOWI3Mi00YzQwLWI5MTktMzY4ZmI2NDAyNzYzXkEyXkFqcGdeQXVyNjU0OTQ0OTY@.jpg,A man with short-term memory loss attempts to track down his wife's murderer.,Null,TRUE,2000
82971,Indiana Jones and the Raiders of the Lost Ark,8.4,55,movie,"[""Action"", ""Adventure""]",10 Dec 1981 (India),"[""English"", ""German"", ""Hebrew"", ""Spanish"", ""Arabic"", ""Nepali""]",https://m.media-amazon.com/images/M/MV5BMjA0ODEzMTc1Nl5BMl5BanBnXkFtZTcwODM2MjAxNA@@.jpg,"In 1936, archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before Adolf Hitler's Nazis can obtain its awesome powers.",https://www.youtube.com/watch?v=0xQSIdSRlAk,TRUE,1981
32553,The Great Dictator,8.4,56,movie,"[""Comedy"", ""Drama"", ""War""]",15 Oct 1940 (Turkey),"[""English"", ""Esperanto""]",https://m.media-amazon.com/images/M/MV5BMmExYWJjNTktNGUyZS00ODhmLTkxYzAtNWIzOGEyMGNiMmUwXkEyXkFqcGdeQXVyNjU0OTQ0OTY@.jpg,Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.,Null,TRUE,1940
